"","country","creative","rich","equality","admired","safe","newthings","rules","understanding","modesty","enjoy","free","help","success","strong_gov","exciting","properbehaviour","respected","loyal","environment","traditions","seekfun"
"25955","IS",3,2,6,2,3,3,5,5,5,5,4,5,2,4,2,5,4,5,5,4,3
"25967","IS",4,2,5,2,3,4,3,5,4,5,4,5,2,2,3,4,3,5,5,2,3
"2502","BE",3,3,4,5,4,3,4,4,5,3,4,6,4,4,2,5,4,5,4,5,3
"14871","FI",6,3,5,1,4,4,4,5,5,5,5,4,3,4,4,2,2,5,6,4,5
"34934","PL",4,2,5,3,5,6,2,5,5,4,5,5,2,5,4,4,2,5,5,5,3
"5756","CZ",5,5,6,6,6,4,5,6,5,5,5,5,5,6,3,5,5,5,5,5,3
"38532","RU",4,3,5,3,5,3,6,6,5,3,3,5,3,5,2,5,5,5,5,5,2
"18454","GB",5,2,5,5,5,4,5,5,4,4,5,5,4,5,5,3,3,3,4,3,4
"13308","ES",6,2,4,2,6,4,5,6,6,3,6,6,2,6,1,5,2,3,5,2,2
"12222","ES",5,4,5,5,5,4,2,3,5,3,4,4,5,5,4,5,4,5,2,5,4
"2489","BE",5,2,4,4,5,3,4,4,5,6,5,4,4,4,3,5,4,6,4,3,6
"23832","IL",5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5
"25282","IL",3,2,5,4,5,3,5,3,4,2,2,4,5,4,3,5,5,4,4,3,5
"2862","BE",3,1,5,3,5,4,5,4,5,4,5,5,3,4,2,5,2,5,5,5,4
"27207","IT",4,4,5,5,6,5,5,5,6,5,5,5,5,6,3,5,6,5,6,6,5
"12408","ES",4,2,6,5,6,3,3,6,5,4,5,6,5,6,5,4,2,5,5,6,4
"19863","HU",3,1,4,4,5,2,2,2,5,5,5,4,4,5,1,5,5,5,5,4,4
"28935","LT",6,4,4,6,6,6,6,6,5,2,6,6,6,6,2,6,5,6,6,6,1
"35786","PT",4,1,4,2,4,4,4,4,4,4,2,4,3,4,2,4,3,5,5,5,2
"9197","DE",5,3,5,3,4,4,2,4,2,4,2,3,2,2,2,2,2,5,6,4,2
"31014","NL",4,2,2,1,6,4,3,5,5,5,5,5,2,5,1,5,2,5,5,3,6
"30421","LT",3,2,3,2,3,3,2,3,4,3,3,4,3,3,2,3,3,3,3,4,2
"33156","NO",5,3,5,5,4,4,4,5,5,3,6,6,5,5,5,4,4,6,5,2,4
"1863","AT",4,2,5,4,2,3,5,3,4,4,3,5,3,4,4,5,3,3,5,2,3
"26125","IS",5,2,6,5,4,4,5,6,3,5,4,5,5,4,4,3,4,6,5,1,4
"14835","FI",3,2,5,2,4,5,2,5,5,4,5,4,3,4,5,3,3,6,5,2,5
"5779","CZ",4,3,4,5,4,4,4,3,4,3,3,4,4,3,3,3,3,4,5,5,4
"32550","NO",5,1,6,6,6,1,4,6,6,5,6,6,5,4,2,5,3,6,4,3,3
"31815","NL",5,3,5,5,4,6,4,4,5,6,5,5,4,4,5,3,3,5,5,5,4
"37394","RU",4,2,5,6,3,2,2,6,4,4,6,4,4,6,1,5,5,6,6,6,6
"6483","CZ",4,4,4,5,5,4,3,4,3,4,4,4,4,3,3,4,4,4,4,3,4
"34685","PL",4,4,5,4,4,5,4,4,5,5,6,5,5,4,5,4,4,4,5,4,4
"482","AT",5,2,6,5,5,5,4,5,5,5,5,5,4,3,2,4,5,6,5,3,5
"23223","IE",1,1,5,2,5,5,2,2,5,2,5,5,2,5,2,5,2,5,5,5,5
"39548","SE",3,2,3,3,3,2,2,3,5,3,4,5,3,3,2,2,2,5,2,3,3
"34649","PL",3,3,4,3,4,3,4,4,4,2,4,4,3,4,2,4,4,4,4,4,2
"20583","HU",5,5,5,4,5,5,4,5,3,3,4,5,5,4,4,5,5,5,5,4,5
"37423","RU",1,1,6,1,6,1,6,6,6,1,6,6,1,6,1,6,6,6,6,6,4
"37787","RU",4,5,4,5,4,4,4,4,5,4,4,4,5,4,3,4,4,4,3,4,3
"24251","IL",3,3,4,5,6,2,5,3,4,5,2,3,3,6,1,5,5,3,5,5,4
"17193","FR",6,1,6,2,5,4,2,6,5,5,1,5,3,6,3,2,1,6,6,6,2
"29050","LT",6,6,4,6,5,6,2,2,2,6,6,2,6,3,6,3,3,5,5,5,6
"28565","IT",4,2,6,4,5,5,4,5,5,4,4,6,5,4,4,6,5,6,6,4,5
"4344","CH",3,3,5,4,6,3,4,5,4,4,4,5,3,6,3,5,5,5,5,4,4
"1966","BE",5,3,5,4,5,5,5,4,5,4,5,5,4,5,4,5,3,5,4,3,5
"36512","PT",5,1,5,1,5,1,1,4,4,4,5,4,1,4,1,4,3,4,4,4,3
"27663","IT",1,3,4,5,4,3,3,4,3,4,6,4,4,5,6,3,4,4,4,3,5
"6666","CZ",5,4,4,3,5,5,4,3,3,4,5,4,5,5,4,4,5,4,6,4,3
"25533","IL",5,5,6,5,6,5,5,5,5,5,6,5,5,6,4,5,6,5,6,5,5
"23574","IL",4,3,6,4,6,3,5,6,6,4,5,6,4,6,3,6,4,6,4,6,4
"29080","LT",2,2,5,3,6,3,3,4,3,3,4,5,3,4,3,4,3,3,4,4,3
"38580","RU",3,3,4,2,3,2,3,3,4,4,3,3,2,4,3,4,3,4,4,3,4
"21047","IE",5,1,6,4,4,2,4,6,6,4,6,6,4,4,1,1,1,6,4,4,4
"8473","DE",2,2,5,3,5,3,5,6,5,5,4,6,3,5,2,5,5,6,5,5,3
"35626","PT",5,4,6,5,6,5,5,5,5,5,5,5,5,5,2,3,4,5,5,5,5
"38648","SE",4,2,3,4,4,4,5,3,6,2,2,5,3,3,6,2,4,6,4,4,5
"34586","PL",4,2,5,4,6,3,5,3,4,1,4,6,3,5,2,4,4,5,4,4,2
"39867","SE",5,5,6,5,5,6,6,5,4,5,6,5,5,5,5,6,6,6,4,4,6
"5940","CZ",4,5,4,4,5,5,4,4,4,5,4,4,4,4,3,3,4,3,4,4,3
"36678","RU",6,2,6,4,4,4,1,6,3,3,5,5,3,3,4,1,2,4,5,5,2
"29729","LT",5,4,5,6,6,3,3,5,3,4,5,5,5,5,2,4,5,5,5,5,3
"2293","BE",4,1,5,2,5,3,5,5,5,5,5,4,3,5,2,5,4,6,5,4,5
"31069","NL",4,2,6,5,4,4,3,6,4,2,6,6,5,4,2,4,3,6,6,5,5
"28581","IT",5,4,5,5,5,5,5,5,5,3,5,5,5,6,1,5,6,5,6,5,3
"8106","DE",5,2,5,3,4,3,4,5,4,3,6,6,3,4,1,4,3,6,4,5,2
"6543","CZ",6,4,6,4,6,4,5,5,5,5,6,6,6,6,4,5,6,6,6,6,4
"16005","FR",5,1,5,3,5,3,4,5,3,4,3,5,3,5,2,6,4,5,6,2,3
"12458","ES",5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5
"14449","FI",6,1,5,2,3,5,5,5,3,4,4,5,4,5,5,4,3,5,5,5,5
"24199","IL",5,6,5,5,6,5,3,5,5,6,6,6,6,6,5,5,5,6,6,5,6
"7619","DE",3,2,5,2,3,3,2,5,6,4,5,4,4,5,2,3,3,5,4,5,4
"32372","NO",4,4,6,6,6,3,2,6,4,4,5,6,5,6,2,5,5,6,4,1,5
"2525","BE",6,2,6,2,6,1,3,2,2,6,6,6,3,6,1,4,4,6,4,6,4
"28986","LT",2,2,6,3,6,2,4,4,6,2,4,6,4,6,2,6,5,5,6,6,1
"1566","AT",2,2,4,2,6,2,4,3,4,3,5,4,5,5,2,3,4,5,5,6,4
"37623","RU",6,6,5,6,6,6,4,6,3,6,6,6,6,6,6,6,6,6,6,6,6
"25828","IS",2,2,5,2,4,2,4,5,3,5,2,5,2,5,2,4,2,5,4,3,2
"15674","FR",6,2,3,3,5,4,4,2,6,2,4,4,2,5,2,5,2,3,3,2,2
"18858","GB",3,1,5,2,4,3,4,5,5,3,4,5,3,5,2,5,2,6,5,4,5
"18074","GB",4,2,6,1,2,4,4,5,6,2,6,5,2,2,2,5,2,4,6,3,2
"38003","RU",5,5,6,3,6,3,2,5,6,2,5,5,5,6,1,4,5,6,4,6,2
"14917","FI",5,2,5,4,6,4,4,5,4,3,3,5,2,6,2,4,4,5,5,5,2
"15053","FI",6,2,6,1,5,5,3,5,5,3,5,6,1,4,2,5,2,5,5,3,3
"15840","FR",6,2,5,3,5,6,5,6,5,6,4,6,3,6,4,6,6,6,6,6,4
"19113","GB",4,2,5,3,5,3,4,5,5,4,3,5,3,5,2,5,4,5,5,5,3
"9019","DE",4,2,5,2,4,3,4,5,4,5,3,4,4,5,2,5,4,4,5,5,3
"4883","CH",6,2,5,4,5,6,5,5,2,6,6,5,5,5,2,4,5,3,6,6,4
"24333","IL",4,4,4,5,6,6,5,4,4,3,4,4,5,6,5,5,6,6,5,5,6
"15477","FI",4,2,4,2,5,5,5,5,5,2,3,5,2,5,2,5,3,5,4,4,4
"3513","BE",4,3,5,4,6,3,6,5,6,6,6,5,5,3,3,5,5,5,5,5,5
"27005","IT",4,4,4,5,5,3,4,4,4,4,6,4,6,6,3,4,6,5,5,5,5
"28486","IT",4,3,5,4,4,3,4,4,5,4,5,4,4,5,4,5,5,4,4,4,5
"21619","IE",2,5,6,4,6,2,5,5,5,2,5,5,2,5,1,5,5,5,5,6,3
"18517","GB",6,2,6,5,5,4,3,6,3,5,4,6,5,4,4,4,5,6,6,3,5
"37038","RU",4,4,2,2,2,3,3,2,1,1,1,2,1,1,4,2,3,2,1,1,4
"34432","PL",5,3,5,3,3,3,3,3,3,3,2,3,5,5,5,3,4,5,5,5,5
"32132","NL",5,2,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5
"20279","HU",6,4,2,5,4,4,2,4,4,5,5,4,4,5,3,2,4,5,5,4,5
"4119","CH",4,2,6,3,2,3,2,5,4,5,5,5,2,4,3,4,3,5,6,6,4
"21009","IE",4,5,4,4,4,5,6,5,6,5,5,5,5,5,4,5,5,5,5,5,5
"35451","PT",1,1,6,6,6,6,2,5,6,6,5,6,3,6,1,3,6,6,3,6,6
"41217","SI",5,3,6,4,6,5,6,5,6,4,6,6,4,6,4,6,5,6,6,6,4
"11485","EE",6,3,4,4,2,3,1,4,5,6,6,5,4,6,5,3,3,5,6,5,4
"10289","EE",3,2,4,2,6,2,2,3,4,3,5,5,3,2,1,5,2,5,5,5,2
"38339","RU",2,1,4,1,1,1,1,1,1,1,1,2,1,6,1,1,1,1,2,2,4
"38006","RU",5,2,5,5,5,4,2,6,4,3,5,5,4,5,2,4,4,6,5,4,4
"12154","ES",4,2,5,2,6,5,5,6,6,2,5,6,2,6,1,6,2,6,6,6,2
"2140","BE",5,3,5,4,5,5,3,5,5,5,4,5,4,5,3,4,5,5,5,3,4
"7415","DE",6,3,5,2,4,5,4,6,5,4,6,6,5,3,3,4,4,6,6,3,1
"8910","DE",5,2,6,2,6,5,2,6,6,4,6,6,2,5,1,4,2,6,6,6,4
"3219","BE",4,5,2,4,5,2,5,5,5,3,5,5,4,5,3,5,5,5,5,5,5
"17889","GB",6,6,6,6,6,6,6,1,1,6,6,6,5,5,5,3,6,6,6,1,6
"33048","NO",5,2,5,4,4,4,4,4,4,3,5,4,2,5,2,5,4,4,4,5,4
"19057","GB",6,3,5,6,6,5,3,5,3,5,6,5,4,5,6,2,4,6,5,2,5
"31870","NL",5,2,6,5,3,5,4,5,3,5,6,5,5,5,5,3,4,6,5,3,5
"35797","PT",5,2,5,5,5,5,5,5,6,5,3,5,5,5,5,5,3,6,6,6,5
"9338","DE",3,4,5,5,6,5,6,6,5,6,6,6,6,6,1,5,5,6,5,5,6
"32970","NO",4,2,5,2,3,3,4,4,3,5,5,5,4,5,4,5,4,5,5,5,4
"23531","IL",5,5,6,5,4,5,2,5,5,5,5,5,5,5,4,5,2,5,5,5,5
"33229","NO",3,4,4,5,2,5,4,3,3,3,6,4,4,3,4,5,6,5,6,4,3
"5542","CZ",6,2,5,5,5,5,5,5,4,5,5,6,6,5,3,5,4,5,5,5,5
"8527","DE",6,2,5,3,4,3,3,2,4,5,5,5,5,5,4,5,5,5,5,3,5
"40169","SI",5,2,5,2,5,5,5,6,6,5,5,5,4,5,3,5,4,5,6,5,5
"678","AT",6,1,6,2,4,5,4,6,3,6,6,3,3,4,5,1,3,6,5,1,6
"26346","IS",5,4,6,4,5,2,6,6,4,5,6,6,2,2,3,5,5,5,2,5,4
"19920","HU",6,4,5,6,6,6,3,5,5,6,6,6,5,6,4,5,6,6,6,6,6
"37538","RU",2,3,4,3,5,2,4,3,5,4,4,5,4,5,2,3,4,4,4,4,3
"4291","CH",5,2,6,5,3,3,2,6,4,5,5,5,3,2,3,5,4,6,6,3,3
"30896","NL",5,2,5,4,5,3,3,6,5,5,5,6,2,5,2,6,5,6,6,6,5
"39143","SE",5,3,5,5,5,5,5,4,5,4,5,5,3,5,2,5,5,5,5,5,5
"31161","NL",5,2,6,4,4,4,1,5,6,1,6,6,1,1,2,6,2,6,6,1,1
"25168","IL",6,4,6,4,3,4,5,5,6,5,6,5,3,5,5,5,4,6,5,6,4
"35603","PT",6,2,4,2,2,3,3,4,4,4,4,4,2,2,3,2,2,4,3,3,4
"3766","CH",6,1,5,6,6,6,6,3,6,6,6,6,5,6,3,6,6,6,6,6,4
"33492","NO",5,3,5,2,2,4,5,5,4,3,4,4,3,4,4,4,3,5,4,2,4
"26592","IT",3,3,4,5,6,4,4,4,4,3,6,4,5,5,3,4,5,5,5,5,4
"20478","HU",6,3,2,5,3,5,2,2,3,4,6,3,5,5,3,3,2,4,5,5,4
"25685","IS",2,3,5,2,5,4,2,4,5,5,4,6,4,5,4,6,2,6,6,5,3
"8030","DE",6,5,5,5,3,5,4,6,2,6,3,5,6,4,3,2,5,6,5,4,5
"13744","FI",3,1,3,1,4,1,1,4,5,1,6,5,1,6,1,4,1,4,6,1,2
"8410","DE",6,1,2,6,6,2,2,5,2,2,3,3,2,3,1,4,3,4,5,4,4
"33895","PL",5,5,6,4,5,5,6,5,4,3,5,3,5,5,3,4,5,5,5,5,4
"5554","CZ",3,3,4,3,6,2,4,3,5,2,4,3,3,6,1,6,2,5,5,1,1
"16546","FR",5,4,6,6,6,4,4,6,6,5,5,6,4,6,2,6,6,6,6,6,3
"13457","ES",6,3,5,3,5,5,5,5,5,4,6,5,3,4,3,5,3,5,4,5,5
"39395","SE",4,5,6,6,6,3,5,5,3,4,6,6,4,5,4,5,6,6,6,6,5
"31740","NL",5,1,4,4,5,6,6,4,3,2,6,6,6,5,1,5,4,6,6,6,5
"35970","PT",6,2,6,2,5,5,5,4,6,6,6,6,6,6,6,4,4,6,6,6,5
"4912","CH",5,2,6,5,5,4,5,3,5,5,5,4,5,5,3,5,5,5,6,6,4
"13774","FI",6,2,4,3,5,5,5,6,6,1,5,5,3,6,1,4,6,6,6,5,3
"27419","IT",4,2,5,3,5,4,4,5,5,1,4,5,3,6,1,5,4,5,5,5,2
"30986","NL",4,2,5,3,4,2,2,5,5,4,5,5,3,4,1,4,2,5,5,5,5
"5050","CH",5,2,5,5,6,5,6,5,4,6,6,6,6,6,2,3,6,6,3,5,6
"4232","CH",4,3,2,5,6,6,6,6,6,6,6,5,6,6,2,5,6,6,5,6,4
"34165","PL",4,1,6,4,6,4,6,4,4,2,4,5,4,5,1,5,4,5,6,5,2
"32919","NO",5,3,6,4,4,3,3,4,4,2,4,4,4,4,3,5,4,5,5,4,4
"29249","LT",4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4
"5783","CZ",5,3,6,3,6,3,5,4,6,4,5,5,1,4,2,5,4,5,6,5,3
"15907","FR",6,4,3,3,3,1,1,6,3,3,4,3,3,3,2,4,5,4,3,6,4
"30226","LT",5,5,4,5,5,6,4,5,4,6,5,5,6,4,5,5,6,6,4,4,5
"226","AT",5,3,5,5,4,5,5,5,5,4,5,6,4,4,2,5,4,5,5,5,4
"10261","EE",5,3,6,2,4,5,5,6,6,5,5,6,2,6,5,6,5,6,6,5,3
"10254","EE",6,1,3,3,3,5,5,5,2,4,4,5,3,5,2,4,4,4,5,4,4
"20483","HU",5,4,5,6,5,6,5,5,5,4,5,5,5,5,5,5,5,6,5,5,6
"9871","DE",5,3,6,3,4,6,2,6,4,2,6,4,3,4,4,3,2,6,5,4,4
"7603","DE",3,2,6,2,4,2,4,5,3,4,3,5,4,5,3,3,5,5,4,4,3
"36593","RU",5,4,3,5,6,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4
"33215","NO",4,1,5,4,6,5,5,5,6,5,5,6,5,4,5,6,3,6,4,4,5
"31452","NL",4,2,6,3,2,4,3,5,5,4,6,5,2,2,2,2,1,5,5,4,3
"22384","IE",5,5,5,5,5,3,5,4,5,5,5,3,4,4,4,3,3,4,5,5,4
"38192","RU",5,5,4,5,5,5,5,4,5,5,6,5,5,6,4,5,5,5,5,5,4
"305","AT",5,3,6,6,6,4,6,6,6,6,6,5,4,6,4,6,3,6,6,4,6
"22812","IE",6,4,6,3,5,4,5,4,5,3,6,6,5,6,3,6,6,6,3,6,2
"23262","IE",6,2,6,3,6,6,1,6,6,5,6,6,5,6,6,6,2,6,6,5,6
"31122","NL",5,2,5,2,5,5,5,5,3,6,5,5,3,6,2,5,5,5,6,5,5
"15556","FI",5,6,6,6,6,4,1,6,4,6,6,6,6,6,3,2,1,6,5,6,6
"14158","FI",4,4,6,2,4,5,5,6,5,5,6,5,3,5,4,5,4,6,5,5,5
"3367","BE",4,2,4,3,5,4,6,5,5,3,5,5,3,4,3,6,3,6,5,5,3
"18202","GB",4,2,3,3,6,6,6,5,6,4,5,5,3,6,5,6,3,4,5,2,3
"17495","FR",6,2,6,2,4,3,2,6,3,3,5,6,2,5,2,6,6,5,4,5,3
"15363","FI",2,1,6,2,2,2,3,5,5,3,5,5,1,5,1,5,1,6,5,5,4
"29449","LT",3,3,4,4,3,3,4,4,3,3,3,3,3,4,4,3,3,3,4,3,3
"37370","RU",5,5,4,2,6,2,2,2,5,5,5,5,5,6,2,4,4,5,4,4,5
"26726","IT",5,4,4,4,6,5,4,5,5,5,5,5,5,5,4,5,4,5,5,6,6
"35276","PL",5,2,5,5,6,4,5,4,5,5,6,4,4,5,3,6,6,5,5,6,5
"14251","FI",6,3,5,3,4,3,6,4,3,2,4,6,3,6,6,5,1,5,6,3,3
"36173","PT",3,2,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4
"16109","FR",2,2,5,4,5,2,5,4,5,4,4,4,5,5,2,5,5,4,3,4,4
"95","AT",5,3,6,4,6,3,6,6,3,6,6,6,4,6,1,6,6,6,6,3,2
"11391","EE",5,4,3,3,5,4,4,5,2,4,5,3,3,4,4,4,2,5,4,3,2
"4448","CH",4,3,5,3,4,4,3,4,5,5,5,4,3,4,3,3,3,5,5,3,5
"40040","SE",4,2,5,5,5,6,5,5,3,5,5,6,2,3,4,4,1,6,5,2,6
"15567","FI",6,2,6,5,6,4,5,6,5,6,5,6,5,6,5,1,3,6,5,5,4
"18057","GB",6,2,6,4,6,2,2,6,6,2,6,6,2,6,6,6,2,6,6,2,2
"15911","FR",6,2,4,5,6,3,3,5,4,5,5,5,2,5,2,6,6,5,4,2,2
"34014","PL",5,5,5,6,6,5,5,5,5,3,6,5,6,5,5,6,6,6,6,6,6
"10854","EE",5,2,2,2,5,5,2,5,5,5,5,5,2,5,2,5,2,5,5,5,2
"18798","GB",4,2,5,4,4,2,2,3,4,5,5,4,3,4,3,3,4,5,4,4,5
"21810","IE",2,2,4,3,5,2,5,4,5,2,5,5,2,6,2,5,5,5,4,5,2
"17570","GB",4,2,4,3,6,5,2,5,4,3,3,6,2,4,3,4,3,6,6,4,4
"4517","CH",5,3,3,4,2,5,2,4,2,4,5,4,4,3,4,3,3,4,4,4,4
"15884","FR",4,2,4,4,4,3,3,4,3,3,4,3,3,3,3,4,4,3,3,4,3
"40422","SI",5,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
"16027","FR",5,2,3,2,3,1,1,3,5,2,4,5,2,4,1,2,1,3,2,2,3
"33301","NO",6,2,5,4,4,2,5,5,5,5,4,5,5,2,2,5,4,5,5,5,3
"2255","BE",5,4,6,4,5,5,2,4,5,5,5,5,4,5,5,4,2,5,4,4,5
"12308","ES",5,2,6,2,4,4,2,6,6,6,6,6,2,2,4,5,5,6,6,2,2
"27572","IT",4,5,6,5,5,3,4,5,4,2,4,4,5,5,3,6,6,6,5,4,4
"25009","IL",6,5,6,5,5,4,4,4,3,4,3,4,5,4,5,4,4,5,4,5,4
"328","AT",5,3,4,5,4,4,4,3,4,4,3,4,5,4,4,5,4,4,5,4,3
"36499","PT",6,2,6,4,6,3,5,6,4,5,6,6,5,5,3,3,3,6,6,6,6
"29457","LT",2,2,6,2,6,2,6,6,6,2,6,6,2,6,1,6,6,6,3,6,2
"5192","CZ",4,4,4,5,5,5,3,4,3,5,5,5,4,6,4,4,4,6,5,4,5
"8210","DE",3,1,6,2,6,2,5,4,5,5,5,5,2,6,1,5,2,6,5,5,2
"25059","IL",5,3,5,5,6,4,3,5,5,4,5,5,5,6,3,3,3,5,5,3,4
"16635","FR",3,2,4,2,3,3,2,3,4,3,4,5,3,4,3,4,3,4,4,4,3
"22587","IE",5,4,3,6,3,5,5,5,4,3,6,5,3,6,5,4,4,5,6,4,6
"21677","IE",5,4,5,4,5,5,3,5,5,4,5,5,4,5,4,5,4,5,5,4,4
"8058","DE",2,1,5,5,6,3,4,6,6,2,5,6,2,2,1,5,4,6,5,2,2
"23561","IL",5,2,6,4,5,4,4,5,5,4,5,5,3,5,3,2,3,5,5,5,3
"26173","IS",6,2,6,2,2,5,5,6,6,6,5,6,3,5,6,4,3,6,5,4,3
"18731","GB",5,3,6,5,5,5,4,5,5,4,5,6,5,4,4,5,4,5,5,3,5
"19820","HU",5,3,4,5,6,6,2,4,2,5,6,3,5,6,4,4,6,5,6,5,6
"8907","DE",5,2,5,3,3,2,1,4,5,4,6,4,2,3,2,3,3,6,5,4,2
"23619","IL",4,4,3,4,5,5,6,5,6,4,4,3,5,6,6,5,4,3,3,3,6
"2669","BE",4,2,4,3,4,4,5,4,5,4,5,5,3,5,3,5,4,6,5,5,5
"34513","PL",5,4,5,6,6,5,5,5,5,4,6,5,5,5,4,5,5,6,5,6,5
"3030","BE",4,3,2,5,2,5,1,4,3,4,5,3,4,1,4,2,3,4,3,5,4
"11535","EE",4,5,4,5,3,3,1,5,4,3,5,3,6,1,5,2,4,5,6,2,5
"20687","HU",6,5,6,6,6,6,6,5,3,5,6,5,6,3,3,3,5,5,6,4,4
"39464","SE",4,4,5,3,3,2,4,3,4,4,5,4,3,3,3,5,3,5,4,2,4
"32568","NO",5,3,5,4,5,5,5,5,5,5,5,5,3,1,4,5,4,5,5,5,5
"30133","LT",5,4,2,6,5,6,2,4,2,6,5,3,6,5,5,4,6,4,3,4,4
"29529","LT",3,3,4,3,5,3,4,3,4,4,5,3,3,3,3,4,6,5,3,4,3
"11113","EE",3,2,1,5,6,4,4,5,5,5,5,5,4,6,1,3,3,6,6,3,3
"17171","FR",4,2,5,2,3,5,2,5,5,4,4,4,2,5,3,4,2,5,4,4,3
"31735","NL",4,3,5,5,5,6,5,3,3,3,4,6,3,3,6,4,3,6,5,4,5
"22630","IE",6,5,6,2,6,6,6,4,4,3,5,5,6,5,5,5,5,5,5,5,5
"27481","IT",4,3,4,4,4,5,5,5,5,5,5,4,4,5,4,4,3,3,4,4,5
"5172","CZ",5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,6,5
"12779","ES",5,3,6,3,5,3,5,3,4,4,4,4,3,6,2,4,4,4,6,6,4
"9667","DE",4,4,4,4,6,4,4,5,5,4,5,6,4,6,3,4,2,6,5,5,3
"12872","ES",3,2,6,2,4,3,2,5,5,4,5,5,2,5,3,5,3,5,6,2,2
"39989","SE",6,5,6,4,4,5,6,5,6,4,6,6,4,5,5,5,4,6,6,5,5
"9248","DE",5,2,2,3,2,3,2,4,2,4,5,4,4,2,2,4,3,4,3,4,3
"6523","CZ",5,5,2,5,2,5,2,2,2,6,5,4,5,6,6,2,6,6,6,5,5
"28707","IT",4,2,6,5,5,4,2,3,4,1,4,3,5,4,2,4,5,5,5,5,2
"26085","IS",3,2,5,3,5,3,1,6,4,5,6,3,2,2,3,3,2,6,4,3,3
"37950","RU",3,4,5,3,6,3,2,4,4,4,4,5,4,6,2,5,5,4,5,5,5
"22876","IE",6,2,6,4,2,6,6,6,6,2,6,6,5,6,6,6,6,6,6,6,6
"27291","IT",4,1,6,5,4,6,5,4,5,6,4,5,5,4,3,4,6,5,2,3,3
"40214","SI",6,1,6,4,6,6,3,6,6,5,6,6,2,6,2,6,4,6,6,6,6
"31772","NL",1,2,5,1,5,2,4,5,4,4,5,6,2,5,2,5,2,5,4,6,5
"11020","EE",6,2,5,2,3,5,1,3,2,6,6,4,3,1,6,1,1,6,3,4,5
"40344","SI",3,1,6,5,6,6,6,5,6,6,6,4,6,6,1,6,6,6,6,6,2
"2632","BE",5,2,5,3,5,5,4,5,5,5,6,5,5,5,2,6,3,5,6,3,5
"27093","IT",2,2,4,3,4,3,3,3,4,2,3,3,3,4,2,3,3,4,4,4,2
"26292","IS",5,3,6,2,6,5,3,3,5,5,5,5,2,4,4,4,2,5,4,2,2
"17032","FR",5,2,4,3,4,3,3,5,4,4,4,3,2,5,2,4,2,4,5,3,3
"41239","SI",6,2,6,5,6,5,6,6,6,5,6,6,5,6,2,6,5,6,6,6,5
"25484","IL",6,6,6,6,6,3,6,6,6,6,6,6,6,6,1,6,6,6,6,6,5
"10380","EE",4,4,5,2,5,4,2,5,2,5,5,5,4,3,4,4,4,6,6,6,3
"27346","IT",4,4,4,5,6,3,5,4,5,2,5,5,5,5,2,5,3,4,5,5,3
"5627","CZ",6,4,5,6,6,5,4,4,3,2,6,3,6,6,3,6,6,3,5,5,1
"2311","BE",5,3,5,5,6,5,5,5,5,5,5,6,5,5,5,6,4,6,6,5,2
"14533","FI",6,3,3,4,5,6,3,2,5,5,3,5,1,6,2,4,3,5,6,2,5
"34049","PL",5,2,5,5,5,2,5,5,5,2,2,5,5,5,2,5,4,5,5,5,2
"6971","CZ",5,3,3,5,5,5,5,6,5,5,4,5,3,4,5,2,3,4,5,5,4
"25986","IS",3,2,4,2,3,2,2,4,4,4,3,4,2,3,2,3,2,3,3,3,2
"30634","LT",5,3,6,3,5,3,3,2,5,3,5,5,5,4,1,3,5,5,3,2,1
"40678","SI",5,4,5,5,4,3,2,5,4,4,3,5,5,5,2,5,4,5,4,5,3
"7664","DE",4,3,4,1,5,2,5,5,5,1,6,4,5,6,1,6,6,6,5,6,1
"26298","IS",3,3,3,3,4,2,3,2,3,3,3,3,2,4,2,4,2,5,3,2,1
"31327","NL",4,3,5,3,2,5,3,4,4,3,6,5,4,2,4,3,3,4,5,5,5
"36486","PT",3,2,5,4,4,3,5,4,5,3,3,5,4,4,2,5,5,5,5,3,2
"39044","SE",6,4,4,2,5,4,5,6,6,5,4,4,2,4,3,5,4,5,3,5,4
"29823","LT",1,3,5,1,4,3,2,1,2,3,3,2,1,6,3,1,2,2,2,2,5
"38166","RU",5,4,4,4,5,5,6,4,5,3,5,5,5,4,5,4,6,5,5,4,4
"17744","GB",5,2,5,5,5,4,3,5,5,5,5,6,4,4,3,5,5,6,4,5,5
"37037","RU",4,1,6,5,5,6,1,5,5,6,6,4,6,2,5,2,5,5,2,2,2
"720","AT",6,1,6,6,6,6,1,3,6,6,6,6,5,6,2,6,6,6,6,6,6
"23900","IL",6,4,6,6,5,6,5,5,5,5,3,4,5,6,5,4,5,4,3,4,5
"33358","NO",5,2,5,4,5,3,5,3,4,3,6,5,4,3,2,5,5,5,5,2,3
